review_id,decision,stage,reason,score,a_source,a_id,a_tourney,a_date,a_round,a_winner,a_loser,a_score,b_source,b_id,b_tourney,b_date,b_round,b_winner,b_loser,b_score
c2cfc9af01ab,merge,matches_vs_tennisdata,fuzzy_name,0.678,"sackmann,tml",sack:1584632489ff+tml:1584632489ff,Acapulco,2003-02-24,R16,Carlos Moya,Ricardo Mello,4-6 6-3 6-2,tennis_data,td:9379ab2b35a8,Abierto Mexicano,2003-02-26,2nd Round,Moya C.,Melo D.,4-6 6-3 6-2
4264fe67af6a,merge,matches_vs_tennisdata,fuzzy_name,0.678,"sackmann,tml",sack:a6d2776894af+tml:a6d2776894af,Acapulco,2003-02-24,R32,Ricardo Mello,Francisco Clavet,6-4 4-6 6-1,tennis_data,td:4428d9cdc739,Abierto Mexicano,2003-02-24,1st Round,Melo D.,Clavet F.,6-4 4-6 6-1
1ed27790aea8,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:0ba2fb562c12+tml:0ba2fb562c12,Acapulco,2011-02-21,SF,David Ferrer,Alexandr Dolgopolov,5-7 6-1 6-1,tennis_data,td:cd8dd8a7ab79,Abierto Mexicano,2011-02-26,Semifinals,Ferrer D.,Dolgopolov O.,5-7 6-1 6-1
edebb19f2abd,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:056a3908bb3d+tml:056a3908bb3d,Acapulco,2011-02-21,QF,Alexandr Dolgopolov,Stan Wawrinka,6-4 7-6(6),tennis_data,td:bb5a9c808a49,Abierto Mexicano,2011-02-25,Quarterfinals,Dolgopolov O.,Wawrinka S.,6-4 7-6
4d1a0c2f5389,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:a967fc9cc5e6+tml:a967fc9cc5e6,Acapulco,2011-02-21,R16,Alexandr Dolgopolov,Carlos Berlocq,6-4 6-1,tennis_data,td:ef8a05444339,Abierto Mexicano,2011-02-23,2nd Round,Dolgopolov O.,Berlocq C.,6-4 6-1
67ca1ca3067c,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:4fe4e7bec4b8+tml:4fe4e7bec4b8,Acapulco,2011-02-21,R32,Alexandr Dolgopolov,Paul Capdeville,7-5 6-2,tennis_data,td:08f9472e2585,Abierto Mexicano,2011-02-22,1st Round,Dolgopolov O.,Capdeville P.,7-5 6-2
120c6f33d0c2,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:27547226e2df+tml:27547226e2df,Acapulco,2014-02-24,SF,Kevin Anderson,Alexandr Dolgopolov,6-1 5-7 6-4,tennis_data,td:c29b2f03da31,Abierto Mexicano,2014-03-01,Semifinals,Anderson K.,Dolgopolov O.,6-1 5-7 6-4
62660f6870f6,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:93fa667cb676+tml:93fa667cb676,Acapulco,2014-02-24,QF,Alexandr Dolgopolov,Ivo Karlovic,6-4 7-6(4),tennis_data,td:7382185679ce,Abierto Mexicano,2014-02-27,Quarterfinals,Dolgopolov O.,Karlovic I.,6-4 7-6
b666b84a1ef8,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:e183cd077b6d+tml:e183cd077b6d,Acapulco,2014-02-24,R16,Alexandr Dolgopolov,Jeremy Chardy,6-3 6-4,tennis_data,td:ebf299a45e83,Abierto Mexicano,2014-02-26,2nd Round,Dolgopolov O.,Chardy J.,6-3 6-4
0d8ef03659e7,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:269a6cb08187+tml:269a6cb08187,Acapulco,2014-02-24,R32,Alexandr Dolgopolov,Vasek Pospisil,6-2 6-2,tennis_data,td:be3102d582f7,Abierto Mexicano,2014-02-26,1st Round,Dolgopolov O.,Pospisil V.,6-2 6-2
d39d8e15281e,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:796628fd0fa7+tml:796628fd0fa7,Acapulco,2015-02-23,QF,Kei Nishikori,Alexandr Dolgopolov,6-4 6-4,tennis_data,td:5bd92a533551,Abierto Mexicano,2015-02-26,Quarterfinals,Nishikori K.,Dolgopolov O.,6-4 6-4
35607cea6626,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:af701d6cafdc+tml:af701d6cafdc,Acapulco,2015-02-23,R16,Alexandr Dolgopolov,Andreas Haider Maurer,6-2 6-3,tennis_data,td:7c5f3eb51088,Abierto Mexicano,2015-02-25,2nd Round,Dolgopolov O.,Haider-Maurer A.,6-2 6-3
0a9f606ab679,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:29e1418aaaf7+tml:29e1418aaaf7,Acapulco,2015-02-23,R32,Alexandr Dolgopolov,Sam Groth,6-3 4-6 6-0,tennis_data,td:7f03e2eea110,Abierto Mexicano,2015-02-23,1st Round,Dolgopolov O.,Groth S.,6-3 4-6 6-0
1e999d684ae4,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:3f80b9ed18e9+tml:070d746e7268,Acapulco,2016-02-22,SF,Bernard Tomic,Alexandr Dolgopolov,1-6 6-4 6-3,tennis_data,td:0cf0375abc90,Abierto Mexicano,2016-02-27,Semifinals,Tomic B.,Dolgopolov O.,1-6 6-4 6-3
60b9d8552b86,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:d840fc246bd7+tml:46157a02110b,Acapulco,2016-02-22,QF,Alexandr Dolgopolov,Robin Haase,6-3 6-3,tennis_data,td:4a967b803605,Abierto Mexicano,2016-02-26,Quarterfinals,Dolgopolov O.,Haase R.,6-3 6-3
701ef1f42a3b,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:31857ee8ad40+tml:4f77ac6114f8,Acapulco,2016-02-22,R16,Alexandr Dolgopolov,David Ferrer,6-4 6-4,tennis_data,td:c8bd8f429005,Abierto Mexicano,2016-02-24,2nd Round,Dolgopolov O.,Ferrer D.,6-4 6-4
8ebba116cf82,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:e821f5b1018b+tml:1c1324db32aa,Acapulco,2016-02-22,R32,Alexandr Dolgopolov,Steve Johnson,7-5 7-6(4),tennis_data,td:92d8d186b701,Abierto Mexicano,2016-02-24,1st Round,Dolgopolov O.,Johnson S.,7-5 7-6
2add3e857cb0,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:498e8bee911c+tml:c455938b5324,Acapulco,2017-02-27,R32,Marin Cilic,Alexandr Dolgopolov,6-3 4-6 6-0,tennis_data,td:fdd0a598594a,Abierto Mexicano,2017-02-28,1st Round,Cilic M.,Dolgopolov O.,6-3 4-6 6-0
3d53cbc4a42d,,matches_vs_tennisdata,fuzzy_name,0.68,"sackmann,tml",sack:486d9cf7bdc4+tml:cb22c90ab024,Acapulco,2022-02-21,R32,Pablo Andujar,Juan Alejandro Hernandez Serrano,6-0 6-1,tennis_data,td:2ef684912eb6,Abierto Mexicano,2022-02-23,1st Round,Andujar P.,Hernandez A.,6-0 6-1
1b26b89c2b66,,matches_vs_tennisdata,fuzzy_name,0.68,"sackmann,tml",sack:610280f2c8d7+tml:779448fac2fb,Acapulco,2025-02-24,R32,Alex Michelsen,Bu Yunchaokete,2-6 7-6(5) 7-6(5),tennis_data,td:a5bb9d6f915d,Abierto Mexicano,2025-02-26,1st Round,Michelsen A.,Bu Y.,2-6 7-6 7-6
bf0d13f7e59b,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:a0dcc89a4b7a+tml:66a77873f847,Adelaide,2002-12-30,R32,Adrian Voinea,Olivier Rochus,6-1 4-6 7-6(4),tennis_data,td:88cb3ca7daca,AAPT Championships,2002-12-30,1st Round,Voinea A.,Rochus C.,6-1 4-6 7-6
07c86469db49,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:688d596cea04+tml:688d596cea04,Antwerp,2017-10-16,R32,Henri Laaksonen,Alexandr Dolgopolov,6-2 7-6(5),tennis_data,td:a39ce29d22c9,European Open,2017-10-17,1st Round,Laaksonen H.,Dolgopolov O.,6-2 7-6
68034864a52c,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:019380ccf270+tml:019380ccf270,Atlanta,2015-07-27,R32,Go Soeda,Alexandr Dolgopolov,5-7 7-6(5) 6-3,tennis_data,td:910cdef27da8,BB&T Atlanta Open,2015-07-27,1st Round,Soeda G.,Dolgopolov O.,5-7 7-6 6-3
cc8ecbe15391,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:1060e87ac268+tml:1060e87ac268,Atlanta,2016-08-01,R16,Yoshihito Nishioka,Alexandr Dolgopolov,6-3 2-6 6-1,tennis_data,td:af9e0deaa922,BB&T Atlanta Open,2016-08-04,2nd Round,Nishioka Y.,Dolgopolov O.,6-3 2-6 6-1
d532bc8f054a,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:1045cdb7be4f+tml:b47341301763,Auckland,2008-01-07,R32,Albert Montanes,Jose Rubin Statham,6-4 6-4,tennis_data,td:54cce908ae38,Heineken Open,2008-01-07,1st Round,Montanes A.,Statham R.,6-4 6-4
11585db4f24e,,matches_vs_tennisdata,fuzzy_name,0.68,"sackmann,tml",sack:1cf1cee93b95+tml:fcb0ab19f508,Auckland,2025-01-06,R32,Jan Lennard Struff,Bu Yunchaokete,6-3 6-4,tennis_data,td:7482c0c93397,ASB Classic,2025-01-07,1st Round,Struff J.L.,Bu Y.,6-3 6-4
b88226b5d9b3,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:09f63bcae343+tml:09f63bcae343,Australian Open,2005-01-17,R128,Tomas Zib,Jimmy Wang,7-6(5) 6-2 6-4,tennis_data,td:dad31933830f,Australian Open,2005-01-17,1st Round,Zib T.,Wang Y.T.,7-6 6-2 6-4
7923ffea915e,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:9b68078f17ac+tml:9b68078f17ac,Australian Open,2006-01-16,R64,Jarkko Nieminen,Jimmy Wang,6-2 7-6(3) 6-2,tennis_data,td:3a8b624efa45,Australian Open,2006-01-18,2nd Round,Nieminen J.,Wang Y.T.,6-2 7-6 6-2
5b06378cefd4,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:2b2b2a55b571+tml:2b2b2a55b571,Australian Open,2006-01-16,R128,Jimmy Wang,Mariano Zabaleta,6-2 7-5 4-1 RET,tennis_data,td:9ee34bb6a84e,Australian Open,2006-01-16,1st Round,Wang Y.T.,Zabaleta M.,6-2 7-5 4-1 Retired
cc11c47db6f9,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:6a2bdbd8d322+tml:6a2bdbd8d322,Australian Open,2008-01-14,R128,Simone Bolelli,Rajeev Ram,7-6(5) 3-6 6-4 2-6 6-3,tennis_data,td:9555ec5f2543,Australian Open,2008-01-15,1st Round,Bolelli S.,Ram A.,7-6 3-6 6-4 2-6 6-3
2243b11a261b,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:d59b32f8488b+tml:d59b32f8488b,Australian Open,2011-01-17,QF,Andy Murray,Alexandr Dolgopolov,7-5 6-3 6-7(3) 6-3,tennis_data,td:ae8a60b6fb05,Australian Open,2011-01-26,Quarterfinals,Murray A.,Dolgopolov O.,7-5 6-3 6-7 6-3
f53ac0d89415,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:a182a32f01a6+tml:a182a32f01a6,Australian Open,2011-01-17,R16,Alexandr Dolgopolov,Robin Soderling,1-6 6-3 6-1 4-6 6-2,tennis_data,td:2041479ea7f6,Australian Open,2011-01-24,4th Round,Dolgopolov O.,Soderling R.,1-6 6-3 6-1 4-6 6-2
28bf6a2cc591,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:27e18826234f+tml:27e18826234f,Australian Open,2011-01-17,R32,Alexandr Dolgopolov,Jo-Wilfried Tsonga,3-6 6-3 3-6 6-1 6-1,tennis_data,td:3a4cc6f9de77,Australian Open,2011-01-22,3rd Round,Dolgopolov O.,Tsonga J.W.,3-6 6-3 3-6 6-1 6-1
62f66dda3c43,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:508b0b5f19db+tml:508b0b5f19db,Australian Open,2011-01-17,R64,Alexandr Dolgopolov,Benjamin Becker,6-3 6-0 3-6 7-6(3),tennis_data,td:be81dd9151bc,Australian Open,2011-01-20,2nd Round,Dolgopolov O.,Becker B.,6-3 6-0 3-6 7-6
f9857a531646,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:fc911d05f5df+tml:fc911d05f5df,Australian Open,2011-01-17,R128,Alexandr Dolgopolov,Mikhail Kukushkin,6-3 6-2 6-4,tennis_data,td:1ce4da592832,Australian Open,2011-01-18,1st Round,Dolgopolov O.,Kukushkin M.,6-3 6-2 6-4
25096c746d0a,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:faff4fdeeb9f+tml:faff4fdeeb9f,Australian Open,2012-01-16,R32,Bernard Tomic,Alexandr Dolgopolov,4-6 7-6(0) 7-6(6) 2-6 6-3,tennis_data,td:5c849e47609c,Australian Open,2012-01-20,3rd Round,Tomic B.,Dolgopolov O.,4-6 7-6 7-6 2-6 6-3
fb5fe9d894ab,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:93a94ae75ed1+tml:93a94ae75ed1,Australian Open,2012-01-16,R64,Alexandr Dolgopolov,Tobias Kamke,4-6 6-1 6-1 3-6 8-6,tennis_data,td:efe5cd93d79c,Australian Open,2012-01-18,2nd Round,Dolgopolov O.,Kamke T.,4-6 6-1 6-1 3-6 8-6
c4b332cb6d1a,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:c0ae86377a07+tml:c0ae86377a07,Australian Open,2012-01-16,R128,Alexandr Dolgopolov,Greg Jones,1-6 4-6 6-1 6-1 6-2,tennis_data,td:122d2942cb86,Australian Open,2012-01-16,1st Round,Dolgopolov O.,Jones G.,1-6 4-6 6-1 6-1 6-2
9cd42c831c02,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:b86c42475b2a+tml:b86c42475b2a,Australian Open,2013-01-14,R128,Gael Monfils,Alexandr Dolgopolov,6-7(7) 7-6(4) 6-3 6-3,tennis_data,td:ab8aa5fd3463,Australian Open,2013-01-15,1st Round,Monfils G.,Dolgopolov O.,6-7 7-6 6-3 6-3
0401a41f1856,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:54c3771a4a6c+tml:54c3771a4a6c,Australian Open,2014-01-13,R64,Jeremy Chardy,Alexandr Dolgopolov,7-5 7-6(5) 6-7(3) 7-6(5),tennis_data,td:2334a6936eb8,Australian Open,2014-01-15,2nd Round,Chardy J.,Dolgopolov O.,7-5 7-6 6-7 7-6
ca33b54ef3b1,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:8dbcf74d523c+tml:8dbcf74d523c,Australian Open,2014-01-13,R128,Alexandr Dolgopolov,Ricardas Berankis,7-5 7-5 6-2,tennis_data,td:f8bd1ade25d7,Australian Open,2014-01-13,1st Round,Dolgopolov O.,Berankis R.,7-5 7-5 6-2
e71ff84f7ff3,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:58f2b68a8876+tml:58f2b68a8876,Australian Open,2015-01-19,R128,Paolo Lorenzi,Alexandr Dolgopolov,6-4 6-3 6-2,tennis_data,td:16c6ed282da0,Australian Open,2015-01-20,1st Round,Lorenzi P.,Dolgopolov O.,6-4 6-3 6-2
3ed07c0447c3,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:db5b64fbd960+tml:db5b64fbd960,Australian Open,2016-01-18,R64,Roger Federer,Alexandr Dolgopolov,6-3 7-5 6-1,tennis_data,td:9000f07e2932,Australian Open,2016-01-20,2nd Round,Federer R.,Dolgopolov O.,6-3 7-5 6-1
948cfa779fd4,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:84f87740aea8+tml:84f87740aea8,Australian Open,2016-01-18,R128,Alexandr Dolgopolov,Ricardas Berankis,6-1 3-6 6-4 6-2,tennis_data,td:e14411ecd80d,Australian Open,2016-01-18,1st Round,Dolgopolov O.,Berankis R.,6-1 3-6 6-4 6-2
658a10973163,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:b0a91ff1e9ee+tml:b0a91ff1e9ee,Australian Open,2017-01-16,R64,Gael Monfils,Alexandr Dolgopolov,6-3 6-4 1-6 6-0,tennis_data,td:295553b4e475,Australian Open,2017-01-19,2nd Round,Monfils G.,Dolgopolov O.,6-3 6-4 1-6 6-0
71d1bd9315da,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:08d177492f9a+tml:08d177492f9a,Australian Open,2017-01-16,R128,Alexandr Dolgopolov,Borna Coric,6-3 6-4 3-6 7-6(7),tennis_data,td:c32552561ad2,Australian Open,2017-01-17,1st Round,Dolgopolov O.,Coric B.,6-3 6-4 3-6 7-6
c94a1b4192c8,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:5b84deaebbb2+tml:5b84deaebbb2,Australian Open,2018-01-15,R32,Diego Schwartzman,Alexandr Dolgopolov,6-7(1) 6-2 6-3 6-3,tennis_data,td:90aed1353478,Australian Open,2018-01-19,3rd Round,Schwartzman D.,Dolgopolov O.,6-7 6-2 6-3 6-3
1cd6d6717545,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:e961a2721ff8+tml:e961a2721ff8,Australian Open,2018-01-15,R64,Alexandr Dolgopolov,Matthew Ebden,7-6(0) 6-3 6-4,tennis_data,td:ab2d0ece011c,Australian Open,2018-01-17,2nd Round,Dolgopolov O.,Ebden M.,7-6 6-3 6-4
eaeb055db510,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:002a0e6fb4ca+tml:002a0e6fb4ca,Australian Open,2018-01-15,R128,Alexandr Dolgopolov,Andreas Haider Maurer,7-6(3) 6-3 6-4,tennis_data,td:24ddd7a76cbd,Australian Open,2018-01-15,1st Round,Dolgopolov O.,Haider-Maurer A.,7-6 6-3 6-4
83a396e65368,,matches_vs_tennisdata,fuzzy_name,0.68,"sackmann,tml",sack:3d774b1fd3f7+tml:3d774b1fd3f7,Australian Open,2022-01-17,R128,Taro Daniel,Tomas Barrios Vera,7-6(5) 6-1 6-1,tennis_data,td:b116b6c46d6c,Australian Open,2022-01-18,1st Round,Daniel T.,Barrios M.,7-6 6-1 6-1
2aa62d6cce78,,matches_vs_tennisdata,fuzzy_name,0.68,"sackmann,tml",sack:128ee0062f1d+tml:128ee0062f1d,Australian Open,2023-01-16,R128,Alexei Popyrin,Chun Hsin Tseng,4-6 7-6(5) 6-7(5) 7-6(4) 6-1,tennis_data,td:a9fa6da4c107,Australian Open,2023-01-17,1st Round,Popyrin A.,Tseng C. H.,4-6 7-6 6-7 7-6 6-1
aa33ad89d906,,matches_vs_tennisdata,fuzzy_name,0.68,"sackmann,tml",sack:2fc52a5fa76d+tml:2fc52a5fa76d,Australian Open,2023-01-16,R128,Alexander Zverev,Juan Pablo Varillas,4-6 6-1 5-7 7-6(3) 6-4,tennis_data,td:2950937a4a56,Australian Open,2023-01-17,1st Round,Zverev A.,Varillas J. P.,4-6 6-1 5-7 7-6 6-4
3b948c7fc910,,matches_vs_tennisdata,fuzzy_name,0.68,"sackmann,tml",sack:c388dc7eb7db+tml:c388dc7eb7db,Australian Open,2024-01-15,R128,Cameron Norrie,Juan Pablo Varillas,6-4 6-4 6-2,tennis_data,td:2c9570027f01,Australian Open,2024-01-16,1st Round,Norrie C.,Varillas J. P.,6-4 6-4 6-2
bcf177611b8d,,matches_vs_tennisdata,fuzzy_name,0.68,"sackmann,tml",sack:2ff3ff45014f+tml:15a6ea1a51e3,Australian Open,2025-01-13,R128,Hady Habib,Bu Yunchaokete,7-6(4) 6-4 7-6(6),tennis_data,td:a64b868561f0,Australian Open,2025-01-12,1st Round,Habib H.,Bu Y.,7-6 6-4 7-6
fcd2a3fb3a63,,matches_vs_tennisdata,fuzzy_name,0.68,"sackmann,tml",sack:b34b68a1108f+tml:c75f27894220,Australian Open,2026-01-19,R128,Denis Shapovalov,Bu Yunchaokete,6-3 7-6(3) 6-1,tennis_data,td:849164d7a731,Australian Open,2026-01-19,1st Round,Shapovalov D.,Bu Y.,6-3 7-6 6-1
4e42fc56fae9,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:2aef0615d228+tml:2aef0615d228,Bangkok,2005-09-26,QF,Jarkko Nieminen,Jimmy Wang,6-4 6-7(3) 6-4,tennis_data,td:3fda5da913f5,Thailand Open,2005-09-30,Quarterfinals,Nieminen J.,Wang Y.T.,6-4 6-7 6-4
c76a4ad27d3e,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:307942bf330a+tml:307942bf330a,Bangkok,2005-09-26,R16,Jimmy Wang,Tommy Haas,7-5 6-3,tennis_data,td:b9c646463aca,Thailand Open,2005-09-29,2nd Round,Wang Y.T.,Haas T.,7-5 6-3
51b966060be1,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:a916a8e55d1f+tml:a916a8e55d1f,Bangkok,2005-09-26,R32,Jimmy Wang,Kevin Kim,6-3 7-6(8),tennis_data,td:083c6ec46b04,Thailand Open,2005-09-26,1st Round,Wang Y.T.,Kim K.,6-3 7-6
adb290126859,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:34820a0da38b+tml:34820a0da38b,Bangkok,2006-09-25,R32,Alex Bogdanovic,Jimmy Wang,6-7(7) 6-4 6-4,tennis_data,td:1c5c6e811270,Thailand Open,2006-09-26,1st Round,Bogdanovic A.,Wang Y.T.,6-7 6-4 6-4
e01c89631595,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:9680d3c12d53+tml:9680d3c12d53,Bangkok,2007-09-24,QF,Dmitry Tursunov,Jimmy Wang,4-6 6-2 6-4,tennis_data,td:03dbe2e371e1,Thailand Open,2007-09-28,Quarterfinals,Tursunov D.,Wang Y.T.,4-6 6-2 6-4
1d030c2b00aa,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:493e822f88f3+tml:493e822f88f3,Bangkok,2007-09-24,R16,Jimmy Wang,Nick Lindahl,6-3 6-3,tennis_data,td:77834c60e949,Thailand Open,2007-09-27,2nd Round,Wang Y.T.,Lindahl N.,6-3 6-3
949145aaa611,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:bb81142b2c7d+tml:bb81142b2c7d,Bangkok,2007-09-24,R32,Jimmy Wang,Phillip King,6-3 6-3,tennis_data,td:c66857d2bc29,Thailand Open,2007-09-26,1st Round,Wang Y.T.,King P.,6-3 6-3
6a9a9370bae9,,matches_vs_tennisdata,fuzzy_name,0.68,"sackmann,tml",sack:7609959eedec+tml:7609959eedec,Banja Luka,2023-04-17,R16,Andrey Rublev,Juan Pablo Varillas,6-2 6-2,tennis_data,td:c32867b92f80,Srpska Open,2023-04-20,2nd Round,Rublev A.,Varillas J. P.,6-2 6-2
7873d2fe6157,,matches_vs_tennisdata,fuzzy_name,0.68,"sackmann,tml",sack:55f6e2e446be+tml:55f6e2e446be,Banja Luka,2023-04-17,R32,Juan Pablo Varillas,Hugo Gaston,7-5 6-3,tennis_data,td:36195e460e9b,Srpska Open,2023-04-19,1st Round,Varillas J. P.,Gaston H.,7-5 6-3
e7ec0fc2e1da,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:d101c8e27a46+tml:d101c8e27a46,Barcelona,2005-04-18,R64,Francisco Fogues,Christophe Rochus,7-6(10) 1-6 6-3,tennis_data,td:cf7d8044206d,Open Seat Godo,2005-04-18,1st Round,Fogues F.,Rochus O.,7-6 1-6 6-3
ba27f7bd466a,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:0474ceb30c6f+tml:0474ceb30c6f,Barcelona,2010-04-19,R64,Feliciano Lopez,Alexandr Dolgopolov,6-3 3-0 RET,tennis_data,td:38336e1e79fa,Open Banco Sabadell,2010-04-20,1st Round,Lopez F.,Dolgopolov O.,6-3 3-0 Retired
2437a823748a,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:5c38a89e6e89+tml:5c38a89e6e89,Barcelona,2011-04-18,R64,Nikolay Davydenko,Alexandr Dolgopolov,6-4 7-6(6),tennis_data,td:714dd7292c48,Open Banco Sabadell,2011-04-19,1st Round,Davydenko N.,Dolgopolov O.,6-4 7-6
fa84146b3b80,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:80930d995a30+tml:80930d995a30,Barcelona,2014-04-21,R32,Albert Montanes,Alexandr Dolgopolov,7-6(5) 6-3,tennis_data,td:edfa4b814535,Open Banco Sabadell,2014-04-23,2nd Round,Montanes A.,Dolgopolov O.,7-6 6-3
ff37b5df512d,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:afb4f0297e36+tml:afb4f0297e36,Barcelona,2016-04-18,QF,Kei Nishikori,Alexandr Dolgopolov,7-5 6-0,tennis_data,td:83a141df192b,Open Banco Sabadell,2016-04-22,Quarterfinals,Nishikori K.,Dolgopolov O.,7-5 6-0
bc9179c6a2c0,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:55aecb300e36+tml:55aecb300e36,Barcelona,2016-04-18,R16,Alexandr Dolgopolov,Karen Khachanov,6-4 7-5,tennis_data,td:8b9007006df9,Open Banco Sabadell,2016-04-21,3rd Round,Dolgopolov O.,Khachanov K.,6-4 7-5
d70eff016fd0,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:8fd351a9a418+tml:8fd351a9a418,Barcelona,2016-04-18,R32,Alexandr Dolgopolov,Evgeny Donskoy,4-6 7-6(9) 6-4,tennis_data,td:fbff634435c4,Open Banco Sabadell,2016-04-19,2nd Round,Dolgopolov O.,Donskoy E.,4-6 7-6 6-4
4e6b65041e49,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:f0883af281e7+tml:f0883af281e7,Basel,2010-11-01,R32,Roger Federer,Alexandr Dolgopolov,6-4 5-2 RET,tennis_data,td:15e53d46bac9,Swiss Indoors,2010-11-01,1st Round,Federer R.,Dolgopolov O.,6-4 5-2 Retired
da6d2af43703,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:215f946ed2ed+tml:215f946ed2ed,Basel,2013-10-21,R16,Grigor Dimitrov,Alexandr Dolgopolov,6-3 6-2,tennis_data,td:c2dce105a9dc,Swiss Indoors,2013-10-24,2nd Round,Dimitrov G.,Dolgopolov O.,6-3 6-2
b301a6579cca,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:aa48aa9fe33b+tml:aa48aa9fe33b,Basel,2013-10-21,R32,Alexandr Dolgopolov,Kenny De Schepper,6-4 6-4,tennis_data,td:a902e4a5b716,Swiss Indoors,2013-10-21,1st Round,Dolgopolov O.,De Schepper K.,6-4 6-4
8311094a46a0,,matches_vs_tennisdata,fuzzy_name,0.7,"sackmann,tml",sack:057cd02ade4a+tml:057cd02ade4a,Basel,2015-10-26,R32,Dusan Lajovic,Alexandr Dolgopolov,6-4 2-0 RET,tennis_data,td:cab845d9ed3a,Swiss Indoors,2015-10-27,1st Round,Lajovic D.,Dolgopolov O.,6-4 2-0 Retired
